;Zeitstempel;Wie alt sind Sie?;In welchem Gebiet leben Sie aktuell (in etwa)?;Aus welchem Gebiet stammen Sie (in etwa)?;acheln;Aschpes;baldowern;beganneft;Boker;dibbern / diwwern;Goi;kapores;lau;lugen / louen ;malochen;Reibach / Rebbes;schaskeln;Schawwes;schicker / beschickert;Schmu;Schores;Stuss;Toches / Dokes;tof;weisen ;Zores;Woher kennen Sie die Wörter? (Mehrfachnennung möglich);Wussten Sie, dass diese Wörter aus dem Jiddischen stammen?
Saarlouis;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Saarlouis;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2020/09/11 9:16:01 PM OEZ;30 - 50 Jahre;Wittlich;Wittlich;0;0;2;0;0;0;0;0;2;;2;17 ;0;0;2 ;2;0;2;0;0;;3;2;bei keinen
;2020/09/11 9:47:52 PM OEZ;30 - 50 Jahre;Wittlich;Wittlich;0;0;3;0;0;0;0;0;2;;5;0;0;0;2;2;0;2;0;0;;3;"3;1";bei keinen
;2020/09/11 10:35:36 PM OEZ;30 - 50 Jahre;Wittlich;Wittlich;0;0;1;0;0;0;0;0;0;;2;1;0;0;0;1;0;2;0;0;;1;1;bei keinen
;2020/09/11 10:52:59 PM OEZ;30 - 50 Jahre;Wittlich;Wittlich;0;0;2;0;0;0;0;0;2;Gucken;2;2;0;0;0;1;0;2;0;0;;0;"3;1;2";bei keinen
;2020/09/11 11:14:46 PM OEZ;30 - 50 Jahre;Wittlich;Wittlich;0;0;32;0;0;0;0;0;13;Verdeckt oder versteckt schauen;2;17;0;0;2;9;0;2, ;0;0;Zeigen;6;"3;1";bei keinen
;2020/09/11 11:37:34 PM OEZ;30 - 50 Jahre;Wittlich;Wittlich;0;0;1;0;0;0;0;0;1;;2;1 ;0;0;0;33;0;2;3;0;Zeigen;6 ;1;bei keinen
;2020/09/12 12:17:28 AM OEZ;30 - 50 Jahre;Wittlich;Wittlich;0;0;1;0;0;0;0;0;0;;2;2;0;0;0;1 ;0;2;0;0;;6;"3;1";bei keinen
;2020/09/12 6:42:43 AM OEZ;30 - 50 Jahre;Wittlich;Wittlich;0;0;0;0;0;0;0;0;2;;2;2;0;0;0;1;0;2;0;0;;3;"3;2";bei keinen
;2020/09/12 7:08:06 AM OEZ;30 - 50 Jahre;Wittlich;Wittlich;1;0;1;0;0;0;0;0;1;1;1;1 ;0;0;0;1;0;1;0;0;1;1;"1;2";bei keinen
;2020/09/12 9:30:42 AM OEZ;30 - 50 Jahre;Wittlich;Wittlich;0;0;5;0;0;0;0;0;2, 3;Schauen ;2;2;0;0;2;24;0;2;0;0;Zeigen / erklären;14;"3;1;Aus der Umgangssprache und vom Dialekt ( Platt) abgeleitet";bei keinen
;2020/09/12 10:07:08 AM OEZ;30 - 50 Jahre;Wittlich;Wittlich;0;0;1;0;0;0;0;0;6;;2;0;0;1;2;2;1;1;0;0;zeigen;1;"3;1;2;reisende leute";bei keinen
;2020/09/12 10:29:35 AM OEZ;30 - 50 Jahre;Wittlich;Wittlich;0;0;11;0;0;0;0;0;2;;2;5;0;0;1;4;0;2 ;1;0;zeigen;3, 12;"3;1;2";bei keinen
;2020/09/12 10:39:05 AM OEZ;30 - 50 Jahre;Wittlich;Wittlich;0;0;31;0;0;0;0;0;2;Lügen;2;17 ;0;0;2;21;16;2;3;0;Zeigen;3 ;1;bei keinen
;2020/09/12 11:47:47 AM OEZ;30 - 50 Jahre;Wittlich;Wittlich;0;0;0;0;0;0;0;0;0;;2;17;0;0;0;1 ;0;2;0;0;;3 ;"3;1";bei keinen
;2020/09/12 5:33:25 PM OEZ;30 - 50 Jahre;Wittlich;Wittlich;0;0;1;0;0;0;0;0;1;1;1;1;0;0;1;1;0;1;0;0;1;1;"3;1;2";bei keinen
;2020/09/13 8:40:18 AM OEZ;30 - 50 Jahre;Wittlich;Wittlich;0;0;1;0;0;0;0;0;1;;1;1 ;0;0;0;1;0;1;0;0;;1;"3;1";bei keinen
;2020/09/13 8:58:15 AM OEZ;30 - 50 Jahre;Wittlich;Wittlich;0;0;1;0;0;0;0;0;2, 3;;2;2 ;0;0;2;7, 9;0;2;0;0;Jemanden etwas zeigen ;6;"3;1";bei keinen
;2020/09/13 12:03:15 PM OEZ;30 - 50 Jahre;Wittlich;Wittlich;0;0;1;0;0;0;0;0;16;1;2;6;0;0;2;1;0;2;0;0;1;11;"3;1";bei keinen
;2020/09/13 2:53:07 PM OEZ;30 - 50 Jahre;Wittlich;Wittlich;0;0;0;0;0;0;0;0;0;;2;0;0;0;1;2;0;2;0;0;;20;"3;2";bei keinen
;2020/09/13 9:44:16 PM OEZ;30 - 50 Jahre;Wittlich;Wittlich;0;0;31;0;0;0;0;0;0;;2;2;0;0; 2;1;0;2;0;0;;3, 5;"3;1;2";bei keinen
;2020/09/11 5:30:19 PM OEZ;50 - 70 Jahre;Wittlich;Wittlich;2;0;12;0;0;21;0;0;18;;2;2;0;0;2;26;0;2;10;0;;5;"3;2";bei keinen
;2020/09/11 6:02:45 PM OEZ;50 - 70 Jahre;Wittlich;Wittlich;0;0;0;0;0;0;0;0;1;1;2;1;0;0;1;1;0;1;0;0;1;1 ;"3;1";bei keinen
;2020/09/11 7:27:48 PM OEZ;50 - 70 Jahre;Wittlich;Wittlich;0;0;0;0;0;0;0;0;2;Schauen;2;15;0;0;0;23;0;2 ;0;0;Zeigen;6;3;bei keinen
;2020/09/11 8:03:02 PM OEZ;50 - 70 Jahre;Wittlich;Wittlich;0;0;1 ;0;0;1 ;0;0;2;;2;2;0;0;0;26;0;2;0;0;;3;"3;2";bei keinen
;2020/09/11 8:41:04 PM OEZ;50 - 70 Jahre;Wittlich;Wittlich;0;0;31;0;0;0;0;0;2;;2;17, 21;0;0;0;26;0;2;0;0;;18;"3;2";bei keinen
;2020/09/11 10:05:42 PM OEZ;50 - 70 Jahre;Wittlich;Wittlich;0;0;0;0;0;0;0;0;0;;2;0;0;0;0;8;0;2;0;0;Zeigen;3;"3;1";bei keinen
;2020/09/11 10:09:56 PM OEZ;50 - 70 Jahre;Wittlich;Wittlich;0;0;1;0;0;13;2;0;2;;2;2;0;0;2;21;22;2;0;0;;6 ;"1;2";bei keinen
;2020/09/11 10:17:00 PM OEZ;50 - 70 Jahre;Wittlich;Wittlich;0;0;1;0;0;0;0;0;3;Schauen;2;2;0;0;2 ;30;0;2;0;0;;14, 18;"3;1";bei keinen
;2020/09/11 10:20:51 PM OEZ;50 - 70 Jahre;Wittlich;Wittlich;0;0;0;0;0;0;0;0;2;gucken?;2;15;0;0;0;30;0;2;0;0;;5;1;bei keinen
;2020/09/11 10:55:35 PM OEZ;50 - 70 Jahre;Wittlich;Wittlich;0;0;5, 31;0;0;0;0;3;0;;2;2, 17;0;0;2;9;0;2;0;0;Zeigen wo es lang geht;6, 11;"3;1;2";bei keinen
;2020/09/11 11:00:19 PM OEZ;50 - 70 Jahre;Wittlich;Wittlich;0;0;1;0;0;0;0;0;1;1;1;0;1;0;0;1;0;1;0;0;1;1;"3;1";bei keinen
;2020/09/11 11:04:32 PM OEZ;50 - 70 Jahre;Wittlich;Wittlich;0;0;1;0;0;0;0;0;0;;2;2;0;0;1;1;0;2;0;0;Zeigen;6;"3;1;2";bei keinen
;2020/09/12 9:18:17 AM OEZ;50 - 70 Jahre;Wittlich;Wittlich;0;0;0;0;0;0;0;0;2;;2;2;0;0;0;8;0;2;0;0;zeigen;0;"1;2";bei keinen
;2020/09/12 9:51:00 AM OEZ;50 - 70 Jahre;Wittlich;Wittlich;0;0;0;0;0;0;0;0;1;1;2;18;0;0;0;1;0;2;0;0;Zeigen;1;1;bei keinen
;2020/09/12 1:38:27 PM OEZ;50 - 70 Jahre;Wittlich;Wittlich;0;0;1;0;0;0;0;0;2;Gucken;2;2;0;0;2 ;1 ;1 ;2;0;0;Zeigen ;5, 26;"3;1;2";bei keinen
;2020/09/12 2:06:32 PM OEZ;50 - 70 Jahre;Wittlich;Wittlich;0;0;1;0;0;0;0;0;3;schauen;2;1;0;0;2;12;0;2 ;0;0;zeigen;1;"3;1";bei keinen
;2020/09/12 4:35:01 PM OEZ;50 - 70 Jahre;Wittlich;Wittlich;0;0;0;0;0;0;0;2;3;;2;17;0;0;2;22;0;2;0;0;zeigen;2;"3;1";bei keinen
;2020/09/12 9:33:29 PM OEZ;50 - 70 Jahre;Wittlich;Wittlich;0;0;18;0;0;0;0;3, 6;2;Schauen , Sehen;2;0;0;0;2;1;0;2;0;0;;3, 6;"3;1;2";bei keinen
;2020/09/12 11:11:02 PM OEZ;50 - 70 Jahre;Wittlich;Wittlich;2;0;1;0;0;0;0;3;2;;2;17;0;0;0;21;0;2;0;0;;0;3;bei keinen
;2020/09/13 7:44:08 AM OEZ;50 - 70 Jahre;Wittlich;Wittlich;0;0;5;0;0;0;0;0;0;;2;2;0;0;2;8;3;2;0;0;;6;"3;1;2";bei keinen
;2020/09/13 11:33:29 AM OEZ;50 - 70 Jahre;Wittlich;Wittlich;2;0;5;0;0;0;0;0;0;;2;2;0;0;2;1;0;2;0;0;;6;3;bei keinen
;2020/09/13 1:15:18 PM OEZ;50 - 70 Jahre;Wittlich;Wittlich;2;0;9;0;0;0;0;3;2;schauen;2;2;0;0;3;21;0;2;0;0;;3;"3;1";bei keinen
;2020/09/15 7:44:11 AM OEZ;50 - 70 Jahre;Wittlich;Wittlich;0;0;5;0;0;0;0;0;0;gucken;0;2;0;0;2;0;0;2;0;0;;11;1;bei keinen
;2020/09/11 10:57:29 PM OEZ;15 - 30 Jahre;Wittlich;Wittlich;0;0;5;0;0;0;0;0;3;;2;2;0;3;0;0;0;2;0;0;;11;3;bei manchen
;2020/09/12 11:12:39 AM OEZ;15 - 30 Jahre;Wittlich;Wittlich;0;0;2;0;0;0;0;1;1;1;2;2;1;1;1;2;0;2;0;0;Zeigen;1;"3;1;2";bei manchen
;2020/09/11 5:13:02 PM OEZ;30 - 50 Jahre;Wittlich;Wittlich;0;0;1;0;0;1;0;0;1;;1;0;0;0;0;1;0;2;0;0;1;6;1;bei manchen
;2020/09/11 6:17:18 PM OEZ;30 - 50 Jahre;Wittlich;Wittlich;0;0;5;0;0;0;0;0;2;Gucken;2;2;0;0;2;8, 15;0;2;0;0;Zeigen;6;3;bei manchen
;2020/09/11 6:32:18 PM OEZ;30 - 50 Jahre;Wittlich;Wittlich;0;0;18;0;0;0;0;0;0;schauen;2;2;0;0;2;9;0;2;0;0;;3;"3;1";bei manchen
;2020/09/11 7:30:19 PM OEZ;30 - 50 Jahre;Wittlich;Wittlich;0;0;0;0;0;0;0;0;2;;2;1;0;0;0;1;0;2 ;0;0;;0;3;bei manchen
;2020/09/11 7:48:09 PM OEZ;30 - 50 Jahre;Wittlich;Wittlich;0;0;0;0;0;0;0;0;1;;2;16;0;0;1;2 ;0;2;0;0;1 ;1;"3;1";bei manchen
;2020/09/11 8:02:55 PM OEZ;30 - 50 Jahre;Wittlich;Wittlich;0;0;2, 12;0;0;0;0;0;16;;2;2;0;0;0;2;0;2;0;0;zeigen;2;3;bei manchen
;2020/09/11 8:42:55 PM OEZ;30 - 50 Jahre;Wittlich;Wittlich;0;0;1;0;0;0;0;0;16;;2;1;0;0;0;2;0;2;0;0;;1;"3;1";bei manchen
;2020/09/11 9:36:32 PM OEZ;30 - 50 Jahre;Wittlich;Wittlich;0;0;31;0;0;9;0;0;2;schauen, gucken;2;2;2;0;2;26;23;2;2;2, 3;zeigen;6, 7;"3;1";bei manchen
;2020/09/11 10:42:46 PM OEZ;30 - 50 Jahre;Wittlich;Wittlich;0;0;5;0;0;20;0;0;2;Schauen;2;2;0;0;2;2;17;2;0;0;Lehren;6;3;bei manchen
;2020/09/12 6:41:21 AM OEZ;30 - 50 Jahre;Wittlich;Wittlich;0;0;2;0;0;0;1 ;0;3;Schauen;2;2, 14;0;1; 2;8;0;2;0;0;Zeigen;11;"3;1";bei manchen
;2020/09/12 8:08:21 AM OEZ;30 - 50 Jahre;Wittlich;Wittlich;0;0;2;0;0;0;0;0;2;;2;6;0;0;0;1 ;0;2 ;0;0;;1;"3;1";bei manchen
;2020/09/11 6:44:07 PM OEZ;50 - 70 Jahre;Wittlich;Wittlich;0;0;18;0;0;0;0;2;3;Schauen;2;2;0;0;2;2;0;2;0;0;Zeigen;3;"3;1";bei manchen
;2020/09/11 6:48:15 PM OEZ;50 - 70 Jahre;Wittlich;Wittlich;0;0;1;0;0;0;0;0;1 ;1 ;1 ;1 ;0;0;1 ;1 ;0;1 ;0;0;1 ;1 ;"3;1";bei manchen
;2020/09/11 10:13:24 PM OEZ;50 - 70 Jahre;Wittlich;Wittlich;3;0;5;0;0;0;0;0;0;Schauen;2;2, 14;0;0;4 ;6;0;2;0;0;Zeigen;3;"3;1;2";bei manchen
;2020/09/11 10:18:02 PM OEZ;50 - 70 Jahre;Wittlich;Wittlich;1;0;0;0;0;1;0;1;0;;0;0;1;2;0;0;1;0;0;0;Zeigen;0;"2;";bei manchen
;2020/09/12 11:27:24 AM OEZ;50 - 70 Jahre;Wittlich;Wittlich;1;0;0;0;0;1;0;1;0;;0;0;1;2;0;0;1;0;0;0;Zeigen;0;"2;";bei manchen
;2020/09/12 2:24:53 PM OEZ;50 - 70 Jahre;Wittlich;Wittlich;0;0;5;0;0;0;0;3;3;Schauen;2;2;3;1;2;4;1;2;0;0;Zeigen;6;"3;1";bei manchen
;2020/09/13 12:33:13 PM OEZ;50 - 70 Jahre;Wittlich;Wittlich;0;0;1;0;0;0;0;3;2;Hervorschauen;2;2, 17;0;0;2;8;0;2;0;0;Zeigen;3, 6;"3;1;2";bei manchen
;2020/09/15 4:52:13 PM OEZ;50 - 70 Jahre;Wittlich;Wittlich;0;0;5;0;0;0;0;0;1, 15;Schauen;2;2;0;0;2;6;0;2;5;0;;1;3;bei manchen
;2020/09/11 11:29:06 PM OEZ;70 - 90 Jahre;Wittlich;Wittlich;0;0;12;0;7;0;0;2;2;;2;2;8;5 ;2;30;0;2;0;11;;4, 6;"3;1";bei manchen
;2020/09/12 3:26:57 PM OEZ;70 - 90 Jahre;Wittlich;Wittlich;2, 9;0;2;0;0;0;0;0;2;;2;2;0;0;2;10;0;2 ;0;0;Zeigen;6;3;bei manchen
;2020/09/11 11:43:29 PM OEZ;15 - 30 Jahre;Wittlich;Wittlich;0;0;1;0;0;0;0;0;1;Gucken;2;17;0;0;2;1;0;1;0;0;Zeigen;3;3;bei vielen
;2020/09/11 4:32:00 PM OEZ;30 - 50 Jahre;Wittlich;Wittlich;0;0;1;0;0;0;0;0;1 ;;1 ;1;0;0;1 ;1 ;0;1 ;0;0;;1 ;"1;2";bei vielen
